SUBURB_NAME,DATE_MONTH,avg_land_value,property_count,DATE_MONTH_QDATE,property_count_int,avg_land_value_decimal
BOOROWA,2016-07-01,"202089.08412098276","1058",2016/07/01,"1058",202089.08
NEMINGHA,2019-07-01,"202032.3529411765","340",2019/07/01,"340",202032.35
MISSABOTTI,2018-07-01,"202025.32846715327","137",2018/07/01,"137",202025.33
SOUTH TICHBORNE,2019-07-01,"202000","1",2019/07/01,"1",202000.00
SOUTH TICHBORNE,2020-07-01,"202000","1",2020/07/01,"1",202000.00
HOME RULE,2018-07-01,"201992","35",2018/07/01,"35",201992.00
BOAMBEE EAST,2018-07-01,"201983.07616707633","2035",2018/07/01,"2035",201983.08
SHARK CREEK,2019-07-01,"201866.66666666666","45",2019/07/01,"45",201866.67
SHARK CREEK,2020-07-01,"201866.66666666666","45",2020/07/01,"45",201866.67
ROCKY RIVER,2016-07-01,"201842.13197969546","197",2016/07/01,"197",201842.13
DILKOON,2018-07-01,"201841.37931034484","29",2018/07/01,"29",201841.38
WOODRISING,2019-07-01,"201815.0582750582","429",2019/07/01,"429",201815.06
BUDAWANG,2016-07-01,"201795","31",2016/07/01,"31",201795.00
NORTH WOODBURN,2017-07-01,"201754.30769230772","65",2017/07/01,"65",201754.31
ABERGLASSLYN,2020-07-01,"201736.10206775204","2273",2020/07/01,"2273",201736.10
BOBIN,2017-07-01,"201734.93975903612","83",2017/07/01,"83",201734.94
CANOWINDRA,2017-07-01,"201734.29597701147","1392",2017/07/01,"1392",201734.30
DORRIGO,2019-07-01,"201685.45685279189","788",2019/07/01,"788",201685.46
KRAWARREE,2017-07-01,"201656.62337662335","77",2017/07/01,"77",201656.62
MYSTERY BAY,2017-07-01,"201611.41242937857","177",2017/07/01,"177",201611.41
BENDOURA,2017-07-01,"201592.30769230769","65",2017/07/01,"65",201592.31
ABERCROMBIE,2019-07-01,"201472.26966292138","445",2019/07/01,"445",201472.27
MOUNT VICTORIA,2020-07-01,"201371.52502910356","859",2020/07/01,"859",201371.53
COOLAMON,2019-07-01,"201339.36974789918","1190",2019/07/01,"1190",201339.37
IRONMUNGY,2019-07-01,"201303.33333333334","12",2019/07/01,"12",201303.33
SUNSHINE BAY,2017-07-01,"201184.9173553719","726",2017/07/01,"726",201184.92
GLEN DAVIS,2019-07-01,"201167.21925133688","187",2019/07/01,"187",201167.22
CLARENCE,2016-07-01,"201144.12587412586","143",2016/07/01,"143",201144.13
SANDY GULLY,2016-07-01,"201026.31578947368","19",2016/07/01,"19",201026.32
MURRUMBUCCA,2016-07-01,"201003.17460317462","63",2016/07/01,"63",201003.17
DORRIGO,2018-07-01,"200983.12820512819","780",2018/07/01,"780",200983.13
GLENUGIE,2019-07-01,"200978.88888888888","126",2019/07/01,"126",200978.89
ISABELLA,2016-07-01,"200946.7","100",2016/07/01,"100",200946.70
BODALLA,2017-07-01,"200941.60520607373","461",2017/07/01,"461",200941.61
YOOGALI,2019-07-01,"200923.76554174069","563",2019/07/01,"563",200923.77
BROCKLEHURST,2016-07-01,"200922.39263803692","163",2016/07/01,"163",200922.39
CLEARFIELD,2018-07-01,"200850","18",2018/07/01,"18",200850.00
HOWES VALLEY,2017-07-01,"200791.73228346457","127",2017/07/01,"127",200791.73
WYANBENE,2018-07-01,"200791.30434782605","46",2018/07/01,"46",200791.30
ROSSGLEN,2016-07-01,"200770.83333333334","24",2016/07/01,"24",200770.83
BULLAWA CREEK,2020-07-01,"200721.73913043475","69",2020/07/01,"69",200721.74
TARRO,2020-07-01,"200690.38333333333","600",2020/07/01,"600",200690.38
QUANDIALLA,2016-07-01,"200689.64840182647","219",2016/07/01,"219",200689.65
BANNABY,2016-07-01,"200679.79020979017","143",2016/07/01,"143",200679.79
TUENA,2020-07-01,"200678.99082568809","109",2020/07/01,"109",200678.99
TURLINJAH,2016-07-01,"200646.83544303791","79",2016/07/01,"79",200646.84
LIDSDALE,2019-07-01,"200633.45971563971","211",2019/07/01,"211",200633.46
MORUYA HEADS,2018-07-01,"200607.10622710621","546",2018/07/01,"546",200607.11
MANNING POINT,2017-07-01,"200595.99999999997","125",2017/07/01,"125",200596.00
ELLALONG,2016-07-01,"200528.11387900362","562",2016/07/01,"562",200528.11
BATHURST,2017-07-01,"200527.03691709854","3088",2017/07/01,"3088",200527.04
ATTUNGA,2016-07-01,"200516.41638225259","293",2016/07/01,"293",200516.42
TELEGRAPH POINT,2019-07-01,"200483.60269360268","297",2019/07/01,"297",200483.60
CURRAGH,2018-07-01,"200450","2",2018/07/01,"2",200450.00
CALAMIA,2016-07-01,"200396","25",2016/07/01,"25",200396.00
THE BRANCH,2017-07-01,"200334.95098039217","204",2017/07/01,"204",200334.95
GULMARRAD,2020-07-01,"200243.14317673378","894",2020/07/01,"894",200243.14
MILLFIELD,2017-07-01,"200202.45551601436","562",2017/07/01,"562",200202.46
MALLABULA,2019-07-01,"200167.19222462198","463",2019/07/01,"463",200167.19
QUEENS PINCH,2016-07-01,"200160","20",2016/07/01,"20",200160.00
MURWILLUMBAH,2016-07-01,"200157.45964912293","2850",2016/07/01,"2850",200157.46
OALLEN,2017-07-01,"200139.54716981135","265",2017/07/01,"265",200139.55
TUROSS HEAD,2017-07-01,"200053.94694960216","1885",2017/07/01,"1885",200053.95
MARLO MERRICAN,2016-07-01,"200021.21212121213","33",2016/07/01,"33",200021.21
BOWLING ALLEY POINT,2020-07-01,"200019.5","20",2020/07/01,"20",200019.50
MUNDONGO,2018-07-01,"200018.75","96",2018/07/01,"96",200018.75
COOLAGOLITE,2016-07-01,"199958.12500000006","176",2016/07/01,"176",199958.13
MYLNEFORD,2017-07-01,"199906.85714285713","35",2017/07/01,"35",199906.86
KEEPIT,2018-07-01,"199900","15",2018/07/01,"15",199900.00
GLENUGIE,2018-07-01,"199850.33898305087","118",2018/07/01,"118",199850.34
ABERMAIN,2020-07-01,"199801.32804757188","1009",2020/07/01,"1009",199801.33
ELLANGOWAN,2020-07-01,"199791.30434782608","161",2020/07/01,"161",199791.30
ASHTONFIELD,2016-07-01,"199712.9339098208","1619",2016/07/01,"1619",199712.93
SKILLION FLAT,2019-07-01,"199702.70270270269","37",2019/07/01,"37",199702.70
SOUTH ARM,2017-07-01,"199655.81730769225","208",2017/07/01,"208",199655.82
NORTH MACKSVILLE,2020-07-01,"199627.15479876165","323",2020/07/01,"323",199627.15
GUNDERMAN,2016-07-01,"199613.88020833334","192",2016/07/01,"192",199613.88
BLAXLANDS CREEK,2019-07-01,"199602.59259259258","81",2019/07/01,"81",199602.59
LAKEWOOD,2016-07-01,"199583.22413793099","580",2016/07/01,"580",199583.22
BULLAWA CREEK,2019-07-01,"199576.81159420285","69",2019/07/01,"69",199576.81
ABERMAIN,2019-07-01,"199465.90683845384","1009",2019/07/01,"1009",199465.91
SKILLION FLAT,2018-07-01,"199444.44444444444","36",2018/07/01,"36",199444.44
CULCAIRN,2018-07-01,"199443.15911730542","861",2018/07/01,"861",199443.16
WEST CORAKI,2016-07-01,"199437.61194029849","67",2016/07/01,"67",199437.61
BUNGAWALBIN,2018-07-01,"199427.59036144576","83",2018/07/01,"83",199427.59
LIDSDALE,2020-07-01,"199203.22274881514","211",2020/07/01,"211",199203.22
GOODMANS FORD,2019-07-01,"199183.47826086957","23",2019/07/01,"23",199183.48
LOWER PAPPINBARRA,2016-07-01,"199164.28571428568","42",2016/07/01,"42",199164.29
WOOLOMIN,2019-07-01,"199143.4210526316","152",2019/07/01,"152",199143.42
DOCTOR GEORGE MOUNTAIN,2018-07-01,"199120.68965517241","29",2018/07/01,"29",199120.69
LAKE ALBERT,2017-07-01,"199104.7582697201","2358",2017/07/01,"2358",199104.76
BOGEE,2016-07-01,"199097.33333333334","75",2016/07/01,"75",199097.33
JERANGLE,2017-07-01,"199063.2","100",2017/07/01,"100",199063.20
SOUTH PAMBULA,2019-07-01,"199048.23008849553","226",2019/07/01,"226",199048.23
RILEYS HILL,2019-07-01,"199035.00000000003","80",2019/07/01,"80",199035.00
ELLANGOWAN,2019-07-01,"199027.32919254657","161",2019/07/01,"161",199027.33
METFORD,2018-07-01,"199008.13527696792","1715",2018/07/01,"1715",199008.14
LAKEWOOD,2017-07-01,"198966.94642857136","560",2017/07/01,"560",198966.95
BADJA,2017-07-01,"198900.00000000003","15",2017/07/01,"15",198900.00
BOBIN,2020-07-01,"198897.70114942529","87",2020/07/01,"87",198897.70
PIALLAMORE,2016-07-01,"198877.15596330274","109",2016/07/01,"109",198877.16
CAMS WHARF,2019-07-01,"198744.08450704225","284",2019/07/01,"284",198744.08
GLENUGIE,2020-07-01,"198704.28571428577","126",2020/07/01,"126",198704.29
PILLAR VALLEY,2017-07-01,"198671.72413793107","203",2017/07/01,"203",198671.72
MIRADOR,2018-07-01,"198618.35205992512","267",2018/07/01,"267",198618.35
FITZGERALDS MOUNT,2017-07-01,"198510","20",2017/07/01,"20",198510.00
ABERGLASSLYN,2018-07-01,"198454.041860465","2150",2018/07/01,"2150",198454.04
GLENRIDDING,2020-07-01,"198449.57983193279","119",2020/07/01,"119",198449.58
POLO FLAT,2018-07-01,"198432.60869565225","92",2018/07/01,"92",198432.61
TARRO,2016-07-01,"198411.96638655462","595",2016/07/01,"595",198411.97
ELLAND,2016-07-01,"198353.95683453241","139",2016/07/01,"139",198353.96
LANGLEY VALE,2017-07-01,"198330.76923076925","39",2017/07/01,"39",198330.77
NEW ITALY,2020-07-01,"198292.5","120",2020/07/01,"120",198292.50
LANGLEY VALE,2018-07-01,"198290.24390243902","41",2018/07/01,"41",198290.24
YAOUK,2018-07-01,"198229.50819672129","61",2018/07/01,"61",198229.51
BUMBERRY,2018-07-01,"198225","4",2018/07/01,"4",198225.00
CUDAL,2017-07-01,"198194.56716417902","335",2017/07/01,"335",198194.57
RUTHERFORD,2019-07-01,"198063.74271555981","5045",2019/07/01,"5045",198063.74
COFFEE CAMP,2016-07-01,"198014.13793103449","87",2016/07/01,"87",198014.14
THE ROCK,2018-07-01,"197984.0528634362","681",2018/07/01,"681",197984.05
NIMBIN,2017-07-01,"197981.78899082562","654",2017/07/01,"654",197981.79
ABERGLASSLYN,2019-07-01,"197940.86669599643","2273",2019/07/01,"2273",197940.87
TURNERS FLAT,2020-07-01,"197920.78125","64",2020/07/01,"64",197920.78
LISMORE,2020-07-01,"197884.31540203866","1766",2020/07/01,"1766",197884.32
BORA RIDGE,2018-07-01,"197804.9180327869","61",2018/07/01,"61",197804.92
KENDALL,2018-07-01,"197799.77777777772","540",2018/07/01,"540",197799.78
TELEGRAPH POINT,2018-07-01,"197789.82876712322","292",2018/07/01,"292",197789.83
NUMBLA VALE,2018-07-01,"197752.29508196723","61",2018/07/01,"61",197752.30
YIPPIN CREEK,2018-07-01,"197705.77777777778","225",2018/07/01,"225",197705.78
MALLABULA,2020-07-01,"197550.47516198709","463",2020/07/01,"463",197550.48
WIRRIMBI,2016-07-01,"197540.16393442624","61",2016/07/01,"61",197540.16
BOBIN,2016-07-01,"197529.4117647059","85",2016/07/01,"85",197529.41
LINDEN,2016-07-01,"197478.87596899227","258",2016/07/01,"258",197478.88
KUNDABUNG,2017-07-01,"197441.37931034481","261",2017/07/01,"261",197441.38
SNOWBALL,2016-07-01,"197415.38461538462","13",2016/07/01,"13",197415.38
CROSSLANDS,2020-07-01,"197394.91596638656","238",2020/07/01,"238",197394.92
LOCHIEL,2017-07-01,"197372.79329608934","179",2017/07/01,"179",197372.79
NARROMINE,2017-07-01,"197363.80415944525","2308",2017/07/01,"2308",197363.80
GREAT MARLOW,2017-07-01,"197346.98795180721","83",2017/07/01,"83",197346.99
BIMBIMBIE,2016-07-01,"197340","50",2016/07/01,"50",197340.00
YIPPIN CREEK,2019-07-01,"197312.44635193131","233",2019/07/01,"233",197312.45
HAY SOUTH,2017-07-01,"197300.41860465117","215",2017/07/01,"215",197300.42
RUSHFORTH,2017-07-01,"197292.20930232559","86",2017/07/01,"86",197292.21
BULLAWA CREEK,2017-07-01,"197280","60",2017/07/01,"60",197280.00
DUBBO,2019-07-01,"197274.29518038192","17657",2019/07/01,"17657",197274.30
GONN,2016-07-01,"197237.5","28",2016/07/01,"28",197237.50
GILLIESTON HEIGHTS,2018-07-01,"197206.02739726039","1533",2018/07/01,"1533",197206.03
WONBOYN NORTH,2016-07-01,"197166.66666666666","3",2016/07/01,"3",197166.67
PELTON,2017-07-01,"197115.78947368421","38",2017/07/01,"38",197115.79
DALMENY,2018-07-01,"197109.6202531645","1185",2018/07/01,"1185",197109.62
POTTERY ESTATE,2017-07-01,"197107.14285714284","42",2017/07/01,"42",197107.14
INVERGOWRIE,2020-07-01,"197051.44475920679","353",2020/07/01,"353",197051.44
WOOLOMIN,2018-07-01,"197044.73684210522","152",2018/07/01,"152",197044.74
COUNTEGANY,2016-07-01,"197043.39622641515","53",2016/07/01,"53",197043.40
BURONGA,2019-07-01,"197007.40740740739","648",2019/07/01,"648",197007.41
CROSSLANDS,2019-07-01,"196989.03361344544","238",2019/07/01,"238",196989.03
LONG BEACH,2016-07-01,"196979.52342487877","1238",2016/07/01,"1238",196979.52
BEELBANGERA,2020-07-01,"196927.16981132075","159",2020/07/01,"159",196927.17
CELLS RIVER,2017-07-01,"196917.74193548385","31",2017/07/01,"31",196917.74
ALICE,2020-07-01,"196889.28571428571","14",2020/07/01,"14",196889.29
KRAMBACH,2016-07-01,"196797.972972973","222",2016/07/01,"222",196797.97
TOTTENHAM,2017-07-01,"196750.6666666666","420",2017/07/01,"420",196750.67
KRAWARREE,2016-07-01,"196668.27160493829","81",2016/07/01,"81",196668.27
MOAMA,2016-07-01,"196656.87259747402","3642",2016/07/01,"3642",196656.87
ASHBY HEIGHTS,2019-07-01,"196644.43708609277","151",2019/07/01,"151",196644.44
BOAMBEE EAST,2017-07-01,"196644.2582552981","2029",2017/07/01,"2029",196644.26
GIRRALONG,2020-07-01,"196624.86486486485","37",2020/07/01,"37",196624.86
ASHBY HEIGHTS,2020-07-01,"196620.59602649004","151",2020/07/01,"151",196620.60
WOMBAT CREEK,2020-07-01,"196600","5",2020/07/01,"5",196600.00
GLENREAGH,2020-07-01,"196573.07692307682","416",2020/07/01,"416",196573.08
GIRRALONG,2019-07-01,"196570.81081081083","37",2019/07/01,"37",196570.81
GIRRALONG,2018-07-01,"196541.08108108107","37",2018/07/01,"37",196541.08
BORAMBIL,2016-07-01,"196518.74999999997","16",2016/07/01,"16",196518.75
WAMBROOK,2019-07-01,"196472.58064516133","62",2019/07/01,"62",196472.58
WINDALE,2017-07-01,"196469.94426751594","1256",2017/07/01,"1256",196469.94
TULLAMORE,2016-07-01,"196453.83597883597","378",2016/07/01,"378",196453.84
DEEPWATER,2017-07-01,"196400.6685236769","359",2017/07/01,"359",196400.67
TOOTHDALE,2016-07-01,"196385.69620253163","79",2016/07/01,"79",196385.70
CLIFDEN,2017-07-01,"196376.15384615387","13",2017/07/01,"13",196376.15
RAYMOND TERRACE,2018-07-01,"196366.50766283536","5220",2018/07/01,"5220",196366.51
BURRILL LAKE,2016-07-01,"196359.23753665679","1023",2016/07/01,"1023",196359.24
MEROO,2016-07-01,"196350.68965517243","29",2016/07/01,"29",196350.69
CARRS CREEK,2017-07-01,"196338.11594202902","69",2017/07/01,"69",196338.12
GIRILAMBONE,2016-07-01,"196321.80405405408","148",2016/07/01,"148",196321.80
SOUTH ALBURY,2017-07-01,"196311.61971830981","710",2017/07/01,"710",196311.62
JAMES CREEK,2016-07-01,"196273.1182795699","93",2016/07/01,"93",196273.12
ALICE,2018-07-01,"196246.42857142858","14",2018/07/01,"14",196246.43
GOBBAGOMBALIN,2020-07-01,"196184.54849498332","897",2020/07/01,"897",196184.55
CROOKWELL,2019-07-01,"196159.33939393947","1650",2019/07/01,"1650",196159.34
BUNGONIA,2016-07-01,"196136.59144893117","421",2016/07/01,"421",196136.59
TURVEY PARK,2020-07-01,"196128.16808929757","1523",2020/07/01,"1523",196128.17
INVERGOWRIE,2019-07-01,"196125.09915014167","353",2019/07/01,"353",196125.10
SURF BEACH,2016-07-01,"196034.99706744871","1023",2016/07/01,"1023",196035.00
SHARK CREEK,2018-07-01,"196031.81818181815","44",2018/07/01,"44",196031.82
COOPERNOOK,2020-07-01,"196014.2906574395","289",2020/07/01,"289",196014.29
THE GULF,2016-07-01,"196000","3",2016/07/01,"3",196000.00
THE GULF,2017-07-01,"196000","3",2017/07/01,"3",196000.00
WONGARBON,2017-07-01,"195991.30718954245","306",2017/07/01,"306",195991.31
MANNING POINT,2016-07-01,"195957.14285714287","126",2016/07/01,"126",195957.14
NUNDLE,2016-07-01,"195939.346590909","352",2016/07/01,"352",195939.35
WEST NOWRA,2017-07-01,"195910.99467140317","563",2017/07/01,"563",195910.99
WISEMANS CREEK,2017-07-01,"195891.26315789472","95",2017/07/01,"95",195891.26
PRETTY PINE,2016-07-01,"195881.06382978722","47",2016/07/01,"47",195881.06
OBERON,2019-07-01,"195866.24401664935","1922",2019/07/01,"1922",195866.24
REEDY SWAMP,2017-07-01,"195857.14285714284","35",2017/07/01,"35",195857.14
FROG ROCK,2016-07-01,"195854.79452054796","73",2016/07/01,"73",195854.79
FROG ROCK,2017-07-01,"195854.79452054793","73",2017/07/01,"73",195854.79
EUROKA,2020-07-01,"195854.26470588232","136",2020/07/01,"136",195854.26
WOODSIDE,2018-07-01,"195847.43589743591","78",2018/07/01,"78",195847.44
CORANGULA,2017-07-01,"195847.05882352943","17",2017/07/01,"17",195847.06
CORANGULA,2016-07-01,"195847.0588235294","17",2016/07/01,"17",195847.06
HANGING ROCK,2018-07-01,"195839.44444444438","108",2018/07/01,"108",195839.44
CARNHAM,2016-07-01,"195818.75","8",2016/07/01,"8",195818.75
GULMARRAD,2019-07-01,"195776.01789709166","894",2019/07/01,"894",195776.02
NYMAGEE,2020-07-01,"195774.01544401544","259",2020/07/01,"259",195774.02
TURA BEACH,2017-07-01,"195766.0256410256","1638",2017/07/01,"1638",195766.03
KUNDABUNG,2016-07-01,"195707.51879699246","266",2016/07/01,"266",195707.52
TUROSS HEAD,2016-07-01,"195656.12288135584","1888",2016/07/01,"1888",195656.12
PAPPINBARRA,2020-07-01,"195632.88135593216","59",2020/07/01,"59",195632.88
COLDSTREAM,2016-07-01,"195598.64864864864","37",2016/07/01,"37",195598.65
WOODRISING,2016-07-01,"195592.68065268072","429",2016/07/01,"429",195592.68
COALDALE,2019-07-01,"195478.22222222222","45",2019/07/01,"45",195478.22
BARA,2016-07-01,"195473.91304347827","23",2016/07/01,"23",195473.91
ALLWORTH,2018-07-01,"195425.47008547012","117",2018/07/01,"117",195425.47
PALMERS CHANNEL,2018-07-01,"195362.56756756754","74",2018/07/01,"74",195362.57
NEMINGHA,2018-07-01,"195353.51351351349","333",2018/07/01,"333",195353.51
GOOLOOGONG,2017-07-01,"195330.15576323992","321",2017/07/01,"321",195330.16
BRAY PARK,2018-07-01,"195262.69565217389","345",2018/07/01,"345",195262.70
HARGRAVES,2019-07-01,"195244.98220640569","281",2019/07/01,"281",195244.98
BRAY PARK,2019-07-01,"195172.84057971011","345",2019/07/01,"345",195172.84
HARDEN,2017-07-01,"195164.39607201304","1222",2017/07/01,"1222",195164.40
NARRABRI,2020-07-01,"195082.74276440384","3697",2020/07/01,"3697",195082.74
COALDALE,2018-07-01,"195081.86046511628","43",2018/07/01,"43",195081.86
MAFFRA,2018-07-01,"195060","39",2018/07/01,"39",195060.00
MERRYGOEN,2016-07-01,"195049.87341772154","79",2016/07/01,"79",195049.87
BUMBALONG,2020-07-01,"195000","24",2020/07/01,"24",195000.00
COALDALE,2020-07-01,"194969.33333333331","45",2020/07/01,"45",194969.33
ASHBY,2017-07-01,"194967.53846153841","195",2017/07/01,"195",194967.54
CONGARINNI NORTH,2017-07-01,"194953.27485380112","171",2017/07/01,"171",194953.27
JENOLAN,2018-07-01,"194906.7441860465","43",2018/07/01,"43",194906.74
BILLIMARI,2017-07-01,"194842.23300970875","103",2017/07/01,"103",194842.23
PEACOCK CREEK,2016-07-01,"194827.77777777778","18",2016/07/01,"18",194827.78
CAFFREYS FLAT,2016-07-01,"194812.50000000003","56",2016/07/01,"56",194812.50
WEST CORAKI,2017-07-01,"194778.253968254","63",2017/07/01,"63",194778.25
WALLAGA LAKE,2016-07-01,"194772.25130890048","382",2016/07/01,"382",194772.25
COLLOMBATTI,2020-07-01,"194768.97142857144","350",2020/07/01,"350",194768.97
ALICE,2019-07-01,"194746.42857142858","14",2019/07/01,"14",194746.43
FERNANCES,2018-07-01,"194737.5","20",2018/07/01,"20",194737.50
BUMBERRY,2017-07-01,"194700","4",2017/07/01,"4",194700.00
HARRINGTON,2016-07-01,"194631.07951553451","1899",2016/07/01,"1899",194631.08
MALLABULA,2017-07-01,"194609.99999999991","455",2017/07/01,"455",194610.00
FISHERMANS PARADISE,2017-07-01,"194548.42948717944","312",2017/07/01,"312",194548.43
RILEYS HILL,2018-07-01,"194534.23076923075","78",2018/07/01,"78",194534.23
WATERVIEW HEIGHTS,2019-07-01,"194517.19557195576","542",2019/07/01,"542",194517.20
INVERGOWRIE,2018-07-01,"194501.91304347821","345",2018/07/01,"345",194501.91
TINTINHULL,2020-07-01,"194445.67901234564","162",2020/07/01,"162",194445.68
HOWARDS GRASS,2016-07-01,"194425.53191489363","47",2016/07/01,"47",194425.53
RENO,2020-07-01,"194411.11111111112","9",2020/07/01,"9",194411.11
BREDBO,2020-07-01,"194396.34782608692","230",2020/07/01,"230",194396.35
UNDERCLIFFE,2020-07-01,"194328.125","32",2020/07/01,"32",194328.13
BANYABBA,2019-07-01,"194317.85714285716","28",2019/07/01,"28",194317.86
SOUTH ARM,2016-07-01,"194310.64516129036","217",2016/07/01,"217",194310.65
JERRAWA,2017-07-01,"194310.27777777775","72",2017/07/01,"72",194310.28
KIPPAXS,2019-07-01,"194226.08695652173","23",2019/07/01,"23",194226.09
NAUGHTONS GAP,2017-07-01,"194181.25","48",2017/07/01,"48",194181.25
MINJARY,2017-07-01,"194141.93548387097","31",2017/07/01,"31",194141.94
ALLGOMERA,2020-07-01,"194119.67213114753","61",2020/07/01,"61",194119.67
CROSSLANDS,2018-07-01,"194089.87394957984","238",2018/07/01,"238",194089.87
KALARU,2018-07-01,"194086.95652173914","345",2018/07/01,"345",194086.96
NORTH CASINO,2019-07-01,"194084.45747800588","341",2019/07/01,"341",194084.46
BARA,2017-07-01,"194082.60869565219","23",2017/07/01,"23",194082.61
MITCHELL,2017-07-01,"194030.82568807338","109",2017/07/01,"109",194030.83
LANSDOWNE FOREST,2016-07-01,"194000","3",2016/07/01,"3",194000.00
BILLYWILLINGA,2018-07-01,"193934.31818181818","88",2018/07/01,"88",193934.32
